id,name,town,district,region,latitude,longitude,phone,website,specialty,created_at,updated_at,photo,category
155,God is Able Maternity Home,Sepase,Atwima-Nwabiagya,Ashanti,7,-2,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
156,Grace Maternity Home and Clinic,Akyawkrom,Ejisu-Juaben Municipal,Ashanti,6.73257,-1.46146,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
157,Gyasikrom Health Centre,Gyasikrom,Bosome Freho,Ashanti,6.40145,-1.47313,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
158,Gyreso RCH,Gyeresu,Atwima-Mponua,Ashanti,6.47006,-2.41673,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,RCH
159,Homako Community Clinic,Homako,Ejura Sekyeredumasi,Ashanti,7.42915,-1.45106,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
160,Humble Maternity Home,Kokobra,Ejisu-Juaben Municipal,Ashanti,6.71479,-1.52225,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
161,Huttel Health Centre,Boamadumase,Ejisu-Juaben Municipal,Ashanti,6.61582,-1.34007,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
162,Hwidiem Community Clinic,Hwidiem,Adansi South,Ashanti,5.89432,-1.46766,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
163,Ideal Homoepatic Clinic,Obuasi - Stadium,Obuasi Municipal,Ashanti,6.20564,-1.68425,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
164,Isaaka Akura Health Centre,Isaaka Akura-Afram  Plains,Sekyere Central,Ashanti,7.41542,-1.13783,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
165,Jalua  Maternity Home,Nkukua Buoho,Afigya-Kwabre,Ashanti,6.81462,-1.64877,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
166,Jamasi Health Centre,Jamasi,Sekyere South,Ashanti,6.97753,-1.47255,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
167,Jeduako Clinic,Jeduako,Sekyere Central,Ashanti,7.09501,-1.20917,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
168,Jemina Maternity Home,Obuasi Central,Obuasi Municipal,Ashanti,6.20313,-1.66816,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
169,Jesus Is Lord Maternity Home,Tikrom,Ejisu-Juaben Municipal,Ashanti,6.73865,-1.51092,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
170,Joy Maternity Home,Mamponteng,Kwabre,Ashanti,6.79962,-1.64543,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
171,Juaben Government Hospital,Juaben,Ejisu-Juaben Municipal,Ashanti,6.81602,-1.41392,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
172,Juansa Health Centre,Juansa,Asante-Akim North Municipal,Ashanti,6.72336,-1.12734,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
173,Juaso District Hospital,Juaso,Asante-Akim South,Ashanti,6.59223,-1.12113,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
174,Keniago CHPS,Keniago,Amansie West,Ashanti,6.37344,-2.01764,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
175,Kenyasi Health Centre,Kenyasi,Kwabre,Ashanti,6.78507,-1.56655,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
176,KofiKrom Clinic,Kofi Krom,Obuasi Municipal,Ashanti,6.19624,-1.68043,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
177,Kofiase Health Centre,Kofiase,Mampong Municipal,Ashanti,7.14113,-1.48363,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
178,Kokofu General Hospital,Kokofu,Bekwai Municipal,Ashanti,6.49903,-1.52254,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
179,Kona Health Centre,Kona,Sekyere South,Ashanti,6.86776,-1.51231,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
180,Konongo-Odumasi Government Hospital,Konongo,Asante-Akim North Municipal,Ashanti,6.62436,-1.21792,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
181,Krobo Health Centre,Krobo,Mampong Municipal,Ashanti,7.07457,-1.42352,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
182,Kumawu Health Centre,Kumawu,Sekyere Afram Plains,Ashanti,6.90708,-1.26803,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
183,Komeso Health Centre,Kumeso,Asante-Akim South,Ashanti,6.46154,-1.06901,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
184,Kwamang Health Centre,Kwamang,Afigya-Kwabre,Ashanti,6.89664,-1.62457,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
185,Kwamang Health Centre,Kwamang,Sekyere Central,Ashanti,6.98188,-1.26961,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
186,Kwanwoma Health Centre,Kwanwoma,Atwima-Kwanwoma,Ashanti,6.62865,-1.63524,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
187,Kwaso Health Centre,Kwaso,Ejisu-Juaben Municipal,Ashanti,6.62771,-1.44722,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
188,Kyekyewere Health Centre,Kyekyewere,Afigya-Kwabre,Ashanti,7.14538,-1.63944,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
189,Life Land Clinic,Abosomtweagya,Asante-Akim North Municipal,Ashanti,6.62067,-1.20373,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
190,Maakro Clinic,Maakro,Atwima-Nwabiagya,Ashanti,7,-2,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
191,Matang Clinic,Matang,Ahafo-Ano North,Ashanti,6.99615,-2.21651,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
192,Madoma Maternity Clinic,Besease,Ejisu-Juaben Municipal,Ashanti,6.72093,-1.45015,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
193,Mama Tina Maternity Home,Kwamo,Ejisu-Juaben Municipal,Ashanti,6.71524,-1.50509,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
194,Mampong District Hospital,Mampong,Mampong Municipal,Ashanti,7.04563,-1.40219,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
195,Mampong Quality Hospital,Mampong,Mampong Municipal,Ashanti,7.04621,-1.40195,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
196,Mamponteng Health Centre,Mamponteng,Kwabre,Ashanti,6.83295,-1.47695,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
197,Manfo Health Centre,Manfo,Ahafo-Ano North,Ashanti,6.94531,-2.23044,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
198,Mankranso Hospital,Mankranso,Ahafo-Ano South,Ashanti,6.82076,-1.86278,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
199,Manso Abore Health Centre,Manso Abore,Amansie West,Ashanti,6.44627,-1.97764,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
200,Manso Edubia Health Centre,Manso-Adubia,Amansie West,Ashanti,6.40256,-1.92957,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
201,Manso Nkwanta Maternity Home,Manso Nkwanta,Amansie West,Ashanti,6.47682,-1.87916,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
202,Manso Tontokrom Health Centre,Tontokrom,Amansie West,Ashanti,6.24929,-1.99483,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
203,Mansonso Health Centre,Mansonso,Adansi South,Ashanti,6.04547,-1.58955,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
204,Marben Maternity,Jacobu,Amansie Central,Ashanti,6.35241,-1.67799,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
205,Meduma Clinic,Medoma,Kwabre,Ashanti,6.79089,-1.56091,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
206,Memorial Maternity Home,Okyerekrom,Ejisu-Juaben Municipal,Ashanti,6.72122,-1.52589,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
207,Methodist Faith Healing Hospital,Ankaase,Afigya-Kwabre,Ashanti,6.84819,-1.54934,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
208,Mile 14 Community Clinic,Mile 14,Amansie Central,Ashanti,6.22126,-1.82139,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
209,Morso Clinic,Morso,Asante-Akim South,Ashanti,6.65518,-1.10681,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
210,Mother of God Clinic,Esaase,Amansie West,Ashanti,6.55942,-1.89046,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
211,Mpasaso Health Centre,Mpasaso,Ahafo-Ano South,Ashanti,6.80274,-2.13864,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
212,Mpatuom RCH,Mpatuom,Amansie West,Ashanti,6.54088,-1.93215,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,RCH
213,Mpobi RCH,Mpobi,Afigya-Kwabre,Ashanti,6.84775,-1.56165,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,RCH
214,Muranaim Health Centre,Muronam,Asante-Akim South,Ashanti,6.24703,-1.20566,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
215,Nadaworoma Clinic,Mampong New Town,Mampong Municipal,Ashanti,7.06598,-1.40213,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
216,Nana Frema Maternity Home,Adankwame,Atwima-Nwabiagya,Ashanti,7,-2,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
217,Nancy Powel's Clinic,Tebeso #2,Bekwai Municipal,Ashanti,6.31788,-1.30804,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
218,Neighbourhood    Clinic,Abompe    New  Site,Obuasi Municipal,Ashanti,6.21889,-1.67117,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
219,New Ayaasi Adom Maternity Home,New Ayaasi,Adansi North,Ashanti,6.29641,-1.52338,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
220,New Edubiase Hospital,New Edubiase,Adansi South,Ashanti,6.05456,-1.39281,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
221,New Life Clinic,Apau,Bekwai Municipal,Ashanti,6.47284,-1.43677,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
222,Nipankyeremia CHPS,Nipankyeremia,Amansie West,Ashanti,6.37002,-2.15827,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,CHPS
223,Nkawie/Toase Hospital,Nkawie,Atwima-Nwabiagya,Ashanti,7,-2,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
224,Nkenkasu District Hospital,Nkenkasu,Offinso North,Ashanti,7.31957,-1.90289,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
225,Nkwanta Community Clinic,Ejura Nkwanta,Ejura Sekyeredumasi,Ashanti,7.51378,-1.34725,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
226,Nnadieso Health Centre,Nnadieso,Asante-Akim South,Ashanti,6.59956,-1.092061,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
227,Nobewam SDA Clinic,Nobewam,Ejisu-Juaben Municipal,Ashanti,6.62289,-1.23985,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
228,Nsutaman Health Centre,Nsuta,Sekyere Central,Ashanti,7.00861,-1.38146,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
229,Ntobroso Health Centre,Ntobroso,Atwima-Mponua,Ashanti,6.53571,-2.04245,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
230,Numereso Health Centre,Numereso,Amansie Central,Ashanti,6.07568,-1.85459,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
231,Nutrition Rehabilitation Centre,Konongo,Asante-Akim North Municipal,Ashanti,6.79529,-1.08871,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
232,Nyama Maternity Home,Achiase,Atwima-Nwabiagya,Ashanti,7,-2,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
233,Nyame Akwan Maternity,Mpatoum,Amansie West,Ashanti,6.54096,-1.93229,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
234,Nyinahin Government Hospital,Nyinahin,Atwima-Mponua,Ashanti,6.60115,-2.10999,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
235,Obogu Health Centre,Obogu,Asante-Akim South,Ashanti,6.51484,-1.11586,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
236,Obonsu Clinic,Obonsu,Adansi South,Ashanti,5.95324,-1.35225,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
237,Obuasi Government Hospital,Obuasi,Obuasi Municipal,Ashanti,6.1213,-1.4105,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
238,Odaho RCH,Odaho,Amansie West,Ashanti,6.27381,-1.96832,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,RCH
239,Offinso Health Centre,Offinso,Offinso Municipal,Ashanti,6.93782,-1.67504,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
240,Ofoase Health Centre,Ofoase,Asante-Akim South,Ashanti,6.37813,-1.26746,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
241,Okaikrom Health Centre,Okaikrom,Sekyere East,Ashanti,6.82612,-1.30866,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
242,"Catholic Clinic, Oku",Oku,Sekyere Central,Ashanti,7.34796,-1.00318,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
243,Owusua Maternity Home,Bronkong,Afigya-Kwabre,Ashanti,6.77474,-1.63906,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
244,Oyoko Our Lady Maternity Home,Oyoko,Sekyere Afram Plains,Ashanti,6.86521,-1.38976,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
245,Paradyse Clinic,Ejisu,Ejisu-Juaben Municipal,Ashanti,6.72105,-1.47262,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
246,Peace and Comfort Maternity Clinic,Kumawu Bodomasi,Sekyere Afram Plains,Ashanti,6.89428,-1.25522,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
247,Peace Homeo Medical Centre,Ntensere,Atwima-Nwabiagya,Ashanti,7,-2,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
248,Peminase Maternity Home,Peminase,Ejisu-Juaben Municipal,Ashanti,6.52668,-1.31086,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
249,Pokukrom Health Centre,Pokukrom,Ahafo-Ano South,Ashanti,7.00378,-1.95239,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
250,Praaso Health Centre,Praaso,Asante-Akim North Municipal,Ashanti,6.51556,-1.26672,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
251,Quality Care Clinic,Offinso Adikuro,Offinso Municipal,Ashanti,6.95019,-1.67263,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
252,Queen Victoria Maternity Home and Clinic,Serwaa Akura,Ejisu-Juaben Municipal,Ashanti,6.72345,-1.47869,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
253,Redemption Bible Way Clinic and Laboratory,Rams Hill,Obuasi Municipal,Ashanti,6.20121,-1.66393,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
254,Resolute Amansie,Manso Nkran,Amansie West,Ashanti,6.34571,-1.98979,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
255,Rev. Walker Medical Centre,Kokobra,Ejisu-Juaben Municipal,Ashanti,6.71394,-1.52192,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
256,Rose Maternity Home,Obogu,Asante-Akim South,Ashanti,6.52025,-1.12042,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
257,Sabronum  Health Centre,Sabronum,Ahafo-Ano South,Ashanti,7.08809,-1.89095,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
258,Sacred Heart Maternity Clinic,Bepoase,Sekyere South,Ashanti,7.08676,-1.55514,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
259,Saakrom Health Centre,Saakrom,Atwima-Mponua,Ashanti,6.75871,-2.02993,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
260,Salvation Army Clinic,Wiamoase,Sekyere South,Ashanti,7.05213,-1.52521,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
261,SDA Clinic Apaa,Apaa,Mampong Municipal,Ashanti,6.97086,-1.44302,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
262,SDA Hospital,Dominase,Bekwai Municipal,Ashanti,6.3104,-1.3911,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
263,SDA Hospital,Onwe,Ejisu-Juaben Municipal,Ashanti,6.68001,-1.54161,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
264,SDA Hospital Asamang,Asamang,Sekyere South,Ashanti,7.05322,-1.50964,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
265,SDA Hospital Wiamoase,Wiamose,Sekyere South,Ashanti,6.90258,-1.43311,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
266,Sekyedumase Health Centre,Sekyedumase Health Centre,Ejura Sekyeredumasi,Ashanti,7.31352,-1.57912,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
267,Sekyere Health Centre,Sekyere,Sekyere East,Ashanti,6.92692,-1.37465,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
268,Sekyere Methodist Clinic,Sekyere,Sekyere East,Ashanti,6.92646,-1.37494,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
269,Senchie Methodist Clinic,Senkyi,Sekyere East,Ashanti,6.80818,-1.32507,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
270,Shalom Clinic,Watreso,Amansie West,Ashanti,6.25351,-1.91797,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
271,Shalom Methodist Clinic,Nsuaem #2,Bekwai Municipal,Ashanti,6.36494,-1.36645,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
272,Sikaman Health Centre,Sikaman,Adansi South,Ashanti,6.11499,-1.58045,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
273,Sister Philipa Maternity Home,Mampong Kokoase,Mampong Municipal,Ashanti,7.05921,-1.39703,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
274,Sreso Tinpom Health Centre,Sreso Tinpom,Atwima-Mponua,Ashanti,6.62201,-2.30317,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
275,St Luke Clinic,Seniagya,Sekyere East,Ashanti,6.79774,-1.32026,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
276,St. Annes Maternity Clinic,Donyina,Ejisu-Juaben Municipal,Ashanti,6.63994,-1.49782,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
277,St. Anns Maternity Home,Essibey Nkwata,Ahafo-Ano South,Ashanti,6.84578,-1.76006,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
278,St. Anthony Maternity Clinic,Anyinasu,Ejura Sekyeredumasi,Ashanti,7.22643,-1.58011,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
279,St. Edwards Clinic,Adwinyama,Ahafo-Ano South,Ashanti,6.88014,-1.87428,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
280,St. Johns Clinic,Domeabra,Ahafo-Ano South,Ashanti,6.87183,-2.05678,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
281,St. Joseph's Clinic.,Abira,Kwabre,Ashanti,6.77928,-1.49126,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
282,St. Jude Hospital  Ltd.,Bedieso-Obuasi,Obuasi Municipal,Ashanti,6.20723,-1.68137,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
283,St. Luke Hospital Kasei,Kasei,Ejura Sekyeredumasi,Ashanti,7.53953,-1.34637,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
284,St. Martin's  Hospital,Agroyesum,Amansie West,Ashanti,6.41337,-1.88154,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
285,St. Martin's Catholic Clinic,Abuoso,Amansie West,Ashanti,6.31346,-2.10902,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
286,St. Mary's Clinic,Yapesa,Bekwai Municipal,Ashanti,6.45121,-1.36836,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
287,St. Michael Clinic,Dwenwoho,Ahafo-Ano South,Ashanti,6.85935,-1.75623,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
288,St. Micheal Maternity Home,Achiase,Atwima-Nwabiagya,Ashanti,7,-2,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
289,St. Patricks Hospital,Offinso,Offinso Municipal,Ashanti,6.93135,-1.68167,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
290,St. Peters Clinic,Ntobroso,Atwima-Mponua,Ashanti,6.53511,-2.04218,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
291,St. Peters' Hospital,Jacobu,Amansie Central,Ashanti,6.34331,-1.66669,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
292,St. Stephen's Clinic,Huntade,Bekwai Municipal,Ashanti,6.4804,-1.4951,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
293,St. Theresa's Maternity Home,Atimatim,Afigya-Kwabre,Ashanti,6.76359,-1.61093,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
294,St. Thomas General and Maternity Clinic,Hia,Amansie Central,Ashanti,6.20804,-1.77649,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
295,St. Vincent Clinic,Drobonso,Sekyere Afram Plains,Ashanti,7.00714,-1.12747,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
296,Subriso Health Centre,Subriso,Ahafo-Ano North,Ashanti,6.81613,-2.26676,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
297,Super Care Hospital,Krapa-Ejisu,Ejisu-Juaben Municipal,Ashanti,6.72023,-1.48104,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Hospital
298,Tano-Odumasi Health Centre,Tano-Odumasi,Atwima-Mponua,Ashanti,6.49705,-2.39662,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
299,Tepa District Hospital,Tepa,Ahafo-Ano North,Ashanti,6.99966,-2.16102,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,District Hospital
300,Tetrem Health Centre,Tetrem,Afigya-Kwabre,Ashanti,7.03743,-1.63735,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
301,The Queens Maternity Home,New Estate-Obuasi,Obuasi Municipal,Ashanti,6.20762,-1.67233,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
302,Tikrom Clinic,Tikrom,Ejisu-Juaben Municipal,Ashanti,6.73154,-1.51337,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
303,Tinkwamah Maternity Home,Amoaful,Bekwai Municipal,Ashanti,6.45139,-1.56537,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
304,Toase Clinic,Toase,Atwima-Nwabiagya,Ashanti,7,-2,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Clinic
305,Trabuom Health Centre,Trabuom,Atwima-Kwanwoma,Ashanti,6.61142,-1.76252,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
306,Trede Health Centre,Trede,Atwima-Kwanwoma,Ashanti,6.57803,-1.66859,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Health Centre
307,Twumwaa Maternity Home,Brahabebome,Obuasi Municipal,Ashanti,6.19277,-1.62455,,,,2015-11-16T20:09:57+00:00,2015-11-16T20:09:57+00:00,,Maternity Home
